 County Finance,Transportation Expenditures,Parking Facilities
 County Finance,Transportation Expenditures,Sea & Inland Port
 County Finance,Transportation Expenditures,Transit Utilities
 County Finance,Transportation Expenditures,Current Operations
 County Finance,Transportation Expenditures,Construction
 County Finance,Transportation Expenditures,Other Capital Outlay
 County Finance,Transportation Expenditures,Interest on Debt
 County Finance,Transportation Expenditures,Intergovernmental to State
 County Finance,Transportation Expenditures,Intergovernmental to Local
 County Finance,Utility Expenditures,Total County
 County Finance,Utility Expenditures,Total Utility
 County Finance,Utility Expenditures,Electric Utilities
 County Finance,Utility Expenditures,Gas Utilities
 County Finance,Utility Expenditures,Current Operations
 County Finance,Utility Expenditures,Construction
 County Finance,Utility Expenditures,Other Capital Outlay
 County Finance,Utility Expenditures,Interest on Debt
 County Finance,Utility Expenditures,Intergovernmental to State
 County Finance,Utility Expenditures,Intergovernmental to Local
 County Finance,Water, Sewerage & Solid Waste Expenditures,Total County
 County Finance,Water, Sewerage & Solid Waste Expenditures,Total Water, Sewerage & Solid Waste Management
 County Finance,Water, Sewerage & Solid Waste Expenditures,Sewerage
 County Finance,Water, Sewerage & Solid Waste Expenditures,Solid Waste
 County Finance,Water, Sewerage & Solid Waste Expenditures,Water Utilities
 County Finance,Water, Sewerage & Solid Waste Expenditures,Current Operations
 County Finance,Water, Sewerage & Solid Waste Expenditures,Construction
 County Finance,Water, Sewerage & Solid Waste Expenditures,Other Capital Outlay
 County Finance,Water, Sewerage & Solid Waste Expenditures,Interest on Debt
 County Finance,Water, Sewerage & Solid Waste Expenditures,Intergovernmental to State
 County Finance,Water, Sewerage & Solid Waste Expenditures,Intergovernmental to Local
 County Finance,Other Expenditures,Total County
 County Finance,Other Expenditures,Total Other
 County Finance,Other Expenditures,Misc. Commercial Activities
 County Finance,Other Expenditures,Other & Unallocable
 County Finance,Other Expenditures,General Public Buildings
 County Finance,Annual Financial Report - Revenue,Total County
 County Finance,Annual Financial Report - Revenue,Total Taxes
 County Finance,Annual Financial Report - Revenue,Licenses and Permits
 County Finance,Annual Financial Report - Revenue,Fines, Fees & Forfeits
 County Finance,Annual Financial Report - Revenue,Intergovernmental
 County Finance,Annual Financial Report - Revenue,Use of Money & Property
 County Finance,Annual Financial Report - Revenue,Investment Earnings
 County Finance,Annual Financial Report - Revenue,Charges for Services
 County Finance,Annual Financial Report - Revenue,Other
 County Finance,Annual Financial Report - Expenses,Total County
 County Finance,Annual Financial Report - Expenses,General Government
 County Finance,Annual Financial Report - Expenses,Public Works, Buildings & Transportation
 County Finance,Annual Financial Report - Expenses,Public Safety & Court Related
 County Finance,Annual Financial Report - Expenses,Health & Human Services
 County Finance,Annual Financial Report - Expenses,Education, Culture & Recreation
 County Finance,Annual Financial Report - Expenses,Intergovernmental
 County Finance,Annual Financial Report - Expenses,Environmental Protection/Natural Resources
 County Finance,Annual Financial Report - Expenses,Community & Economic Development
 County Finance,Annual Financial Report - Expenses,Total Debt
 County Finance,Annual Financial Report - Expenses,Capital Projects
 County Finance,Annual Financial Report - Expenses,Other
 County Structure,Government Structure,Total Elected Officials
 County Structure,Government Structure,Size of Board
 County Structure,Government Structure,Elected Executive
 County Structure,Government Structure,Number of Row Officers
 County Structure,Government Structure,County Administrator
 Demographics,Population Levels and Trends,Population Level
 Demographics,Population Levels and Trends,Population Annual Growth Rate (from previous year)
 Demographics,Population Change Components,Population Level
 Demographics,Population Change Components,Change in Population (from previous year)
 Demographics,Population Change Components,Births
 Demographics,Population Change Components,Deaths
 Demographics,Population Change Components,Natural Population Increase
 Demographics,Population Change Components,International Migration
 Demographics,Population Change Components,Domestic Migration
 Demographics,Population Change Components,Net Migration
 Demographics,Population Change Components,Birth Rate
 Demographics,Population Change Components,Death Rate
 Demographics,Population Change Components,Natural Population Increase Rate
 Demographics,Population Change Components,International Migration Rate
 Demographics,Population Change Components,Domestic Migration Rate
 Demographics,Population Change Components,Net Migration Rate
 Demographics,Population Density,Population Level
 Demographics,Population Density,Population Density
 Demographics,Population Density,Population Density Growth Rate (from previous year)
 Demographics,Population Density,Total Land Area
 Demographics,Population by Age/Gender,Total Population Level
 Demographics,Population by Age/Gender,Male Population
 Demographics,Population by Age/Gender,Percent Male
 Demographics,Population by Age/Gender,Female Population
 Demographics,Population by Age/Gender,Percent Female
 Demographics,Population by Age/Gender,Under 5 years old Population
 Demographics,Population by Age/Gender,Percent Under 5 years old
 Demographics,Population by Age/Gender,5-24 years old Population
 Demographics,Population by Age/Gender,Percent 5-24 years old
 Demographics,Population by Age/Gender,25-64 years old Population
 Demographics,Population by Age/Gender,Percent 25-64 years old
 Demographics,Population by Age/Gender,65 years and older Population
 Demographics,Population by Age/Gender,Percent 65 years and older
 Demographics,Population by Ethnicity,Total Population
 Demographics,Population by Ethnicity,White Population
 Demographics,Population by Ethnicity,Black or African American Population
 Demographics,Population by Ethnicity,American Indian and Alaskan Native Population
 Demographics,Population by Ethnicity,Asian Population
 Demographics,Population by Ethnicity,Native Hawaiian and Other Pacific Islander Population
 Demographics,Population by Ethnicity,Two or More Races Population
 Demographics,Population by Ethnicity,Hispanic or Latino Origin Population
 Economy,Household Income,Total Households
 Economy,Household Income,Per Capita Income
 Economy,Household Income,Median Household Income
 Economy,Household Income,Number of Households with Income Less than $10,000
 Economy,Household Income,Percent of Households with Income Less than $10,000
 Economy,Household Income,Number of Households with Income Between $10,000 - $24,999
 Economy,Household Income,Percent of Households with Income Between $10,000 - $24,999
 Economy,Household Income,Number of Households with Income Between $25,000 - $49,999
 Economy,Household Income,Percent of Households with Income Between $25,000 - $49,999
 Economy,Household Income,Number of Households with Income Between $50,000 - $99,999
 Economy,Household Income,Percent of Households with Income Between $50,000 - $99,999
 Economy,Household Income,Number of Households with Income Between $100,000 - $199,999
 Economy,Household Income,Percent of Households with Income Between $100,000 - $199,999
 Economy,Household Income,Number of Households with Income of $200,000 or more
 Economy,Household Income,Percent of Households with Income of $200,000 or more
 Economy,Labor Force,Civilian Labor Force Population
 Economy,Labor Force,Number Employed
 Economy,Labor Force,Number Unemployed
 Economy,Labor Force,Unemployment Rate
 Education,Education Employment,Total County
 Education,Education Employment,Total Education
 Education,Education Employment,Elementary & Secondary Education
 Education,Education Employment,Higher Education
 Education,Education Expenditures,Total County
 Education,Education Expenditures,Total Education
 Education,Education Expenditures,Elementary & Secondary Education
 Education,Education Expenditures,Higher Education
 Education,Education Expenditures,Current Operations
 Education,Education Expenditures,Construction
 Education,Education Expenditures,Other Capital Outlay
 Education,Education Expenditures,Intergovernmental to State
 Education,Education Expenditures,Intergovernmental to Local
 Education,Public Elementary & Secondary Schools,Number of Districts
 Education,Public Elementary & Secondary Schools,Number Operational Schools
 Education,Public Elementary & Secondary Schools,Number of Local School Districts
 Education,Public Elementary & Secondary Schools,Number of Federally-operated Institutions
 Education,Public Elementary & Secondary Schools,Number of State-operated Institutions
 Education,Public Elementary & Secondary Schools,Number of Charter School Agencies
 Education,Public Elementary & Secondary Schools,Number of Other School Agencies
 Education,Public Elementary & Secondary Schools,Total Students
 Education,Public Elementary & Secondary Schools,FTE Teachers
 Education,Public Elementary & Secondary Schools,Pupil/Teacher Ratio
 Education,Colleges & Universities,Number of Institutions
 Education,Colleges & Universities,Number of Public Institutions
 Education,Colleges & Universities,Number of less than 4 year Institutions
 Education,Colleges & Universities,Number of 4 year or Higher Institutions
 Education,Colleges & Universities,Total Enrollment
 Education,Colleges & Universities,Male Enrollment
 Education,Colleges & Universities,Female Enrollment
 Education,Colleges & Universities,Average In-State Tuition
 Education,Colleges & Universities,Average Out-of-State Tuition
 Federal Funding,American Dream Downpayment Initiative (ADDI),ADDI Amount
 Federal Funding,American Dream Downpayment Initiative (ADDI),ADDI Annual Growth Rate (from previous year)
 Federal Funding,Community Development Block Grants (CDBG),CDBG Amount
 Federal Funding,Community Development Block Grants (CDBG),CDBG Annual Growth Rate (from previous year)
 Federal Funding,Emergency Shelter Grants (ESG),ESG Amount
 Federal Funding,Emergency Shelter Grants (ESG),ESG Annual Growth Rate (from previous year)
 Federal Funding,HOME Investment Partnership Program,HOME Amount
 Federal Funding,HOME Investment Partnership Program,HOME Annual Growth Rate (from previous year)
 Federal Funding,Housing & Urban Development Grants,Total HUD Amount
 Federal Funding,Housing & Urban Development Grants,HUD Annual Growth Rate (from previous year)
 Federal Funding,Housing Opportunities for Persons with AIDS (HOPWA),HOPWA Amount
 Federal Funding,Housing Opportunities for Persons with AIDS (HOPWA),HOPWA Annual Growth Rate (from previous year)
 Federal Funding,Payment in Lieu of Taxes (PILT),PILT Amount
 Federal Funding,Payment in Lieu of Taxes (PILT),PILT Annual Growth Rate (from previous year)
 Federal Funding,Payment in Lieu of Taxes (PILT),Total Federal Land Area
 Federal Funding,Payment in Lieu of Taxes (PILT),Total County Area
 Federal Funding,Payment in Lieu of Taxes (PILT),Percent of Federal Land
 Federal Funding,Payment in Lieu of Taxes (PILT),PILT per Square Mile
 Federal Funding,Secure Rural Schools (SRS),SRS Amount
 Federal Funding,State Criminal Alien Assistance Program (SCAAP),SCAAP Amount
 Federal Funding,State Criminal Alien Assistance Program (SCAAP),SCAAP Annual Growth Rate (from previous year)
 Federal Funding,USDA Rural Development,USDA Total Amount
 Federal Funding,USDA Rural Development,USDA Total Annual Growth Rate (from previous year)
 Federal Funding,USDA Rural Development,USDA Grant Amount
 Federal Funding,USDA Rural Development,USDA Grant Annual Growth Rate (from previous year)
 Federal Funding,USDA Rural Development,USDA Loan Amount
 Federal Funding,USDA Rural Development,USDA Loan Annual Growth Rate (from previous year)
 Geography,County Profile,Census Region
 Geography,County Profile,County Seat
 Geography,County Profile,Year Founded
 Geography,County Profile,Year Consolidated
 Geography,County Profile,Board Size
 Geography,County Profile,County Square Mileage
 Geography,County Profile,Fiscal Year End Date
 Geography,County Profile,State Capitol
 Geography,County Profile,CBSA Title
 Geography,County Profile,CBSA Code
 Geography,Land & Water Area,Total Square Miles
 Geography,Land & Water Area,Total Land Square Miles
 Geography,Land & Water Area,Total Water Square Miles
 Geography,Land & Water Area,Coastal Status
 Geography,Land & Water Area,Body of Water
 Geography,Metro-Micro Areas (MSA),CBSA Code
 Geography,Metro-Micro Areas (MSA),CSA Code
 Geography,Metro-Micro Areas (MSA),CBSA Title
 Geography,Metro-Micro Areas (MSA),CSA Title
 Geography,Metro-Micro Areas (MSA),Level of CBSA
 Geography,Metro-Micro Areas (MSA),County Status
 Health & Hospitals,Health & Hospitals Employment,Total County
 Health & Hospitals,Health & Hospitals Employment,Total Health & Hospitals
 Health & Hospitals,Health & Hospitals Employment,Health
 Health & Hospitals,Health & Hospitals Employment,Hospitals
 Health & Hospitals,Health & Hospitals Expenditures,Total County
 Health & Hospitals,Health & Hospitals Expenditures,Total Health & Hospitals
 Health & Hospitals,Health & Hospitals Expenditures,Health
 Health & Hospitals,Health & Hospitals Expenditures,Hospitals
 Health & Hospitals,Health & Hospitals Expenditures,Current Operations
 Health & Hospitals,Health & Hospitals Expenditures,Construction
 Health & Hospitals,Health & Hospitals Expenditures,Other Capital Outlay
 Health & Hospitals,Health & Hospitals Expenditures,Intergovernmental to State
 Health & Hospitals,Health & Hospitals Expenditures,Intergovernmental to Local
 Health & Hospitals,Hospitals,Number of Hospitals
 Health & Hospitals,Hospitals,Number of City Facilities
 Health & Hospitals,Hospitals,Number of County Facilities
 Health & Hospitals,Hospitals,Number of City-County Facilities
 Health & Hospitals,Hospitals,Number of Hospital District Facilities
 Health & Hospitals,Hospitals,Number of Other Government Facilities
 Health & Hospitals,Hospitals,Number of Proprietary Facilities
 Health & Hospitals,Hospitals,Number of Nonprofit Facilities
 Health & Hospitals,Hospitals,Number of Beds
 Health & Hospitals,Hospitals,Number of Employees
 Health & Hospitals,Hospitals,Gross Revenue
 Health & Hospitals,Hospitals,Medicare Revenue
 Health & Hospitals,Hospitals,Medicaid Revenue
 Health & Hospitals,Hospitals,Patient Days
 Health & Hospitals,Hospitals,Revenue per Bed
 Health & Hospitals,Hospitals,Revenue per Patient Day
 Health & Hospitals,Nursing Homes,Number of Nursing Homes
 Health & Hospitals,Nursing Homes,Number of City Facilities
 Health & Hospitals,Nursing Homes,Number of County Facilities
 Health & Hospitals,Nursing Homes,Number of City-County Facilities
 Health & Hospitals,Nursing Homes,Number of Hospital District Facilities
 Health & Hospitals,Nursing Homes,Number of Other Government Facilities
 Health & Hospitals,Nursing Homes,Number of For Profit Facilities
 Health & Hospitals,Nursing Homes,Number of Nonprofit Facilities
 Health & Hospitals,Nursing Homes,Number of Certified Beds
 Health & Hospitals,Nursing Homes,Number of Residents
 Health & Hospitals,Nursing Homes,Percent of Occupied Beds
 Health & Hospitals,Nursing Homes,Number of Continuing Care Retirement Facilities
 Health & Hospitals,Nursing Homes,Number of Special Focus Facilities
 Health & Hospitals,Health Insurance,Population Level
 Health & Hospitals,Health Insurance,Population Insured
 Health & Hospitals,Health Insurance,Percent Insured
 Health & Hospitals,Health Insurance,Population Uninsured
 Health & Hospitals,Health Insurance,Population with Private Health Insurance
 Health & Hospitals,Health Insurance,Population with Public Health Insurance
 Health & Hospitals,Health Insurance,Population Under 6
 Health & Hospitals,Health Insurance,Population Under 6 Insured
 Health & Hospitals,Health Insurance,Population Under 6 Uninsured
 Health & Hospitals,Health Insurance,Percent Under 6 Insured
 Health & Hospitals,Health Insurance,Population 6-24
 Health & Hospitals,Health Insurance,Population 6-24 Insured
 Health & Hospitals,Health Insurance,Population 6-24 Uninsured
 Health & Hospitals,Health Insurance,Percent 6-24 Insured
 Health & Hospitals,Health Insurance,Population 25-64
 Health & Hospitals,Health Insurance,Population 25-64 Insured
 Health & Hospitals,Health Insurance,Population 25-64 Uninsured
 Health & Hospitals,Health Insurance,Percent 25-64 Insured
 Health & Hospitals,Health Insurance,Population 65 and Over
 Health & Hospitals,Health Insurance,Population 65 and Over Insured
 Health & Hospitals,Health Insurance,Population 65 and Over Uninsured
 Health & Hospitals,Health Insurance,Percent 65 and Over Insured
 Housing & Community Development,Housing & Community Development Employment,Total County
 Housing & Community Development,Housing & Community Development Employment,Housing & Community Development
 Housing & Community Development,Housing & Community Development Expenditures,Total County
 Housing & Community Development,Housing & Community Development Expenditures,Total Housing & Community Development
 Housing & Community Development,Housing & Community Development Expenditures,Current Operations
 Housing & Community Development,Housing & Community Development Expenditures,Construction
 Housing & Community Development,Housing & Community Development Expenditures,Other Capital Outlay
 Housing & Community Development,Housing & Community Development Expenditures,Intergovernmental to State
 Housing & Community Development,Housing & Community Development Expenditures,Intergovernmental to Local
 Housing & Community Development,Housing Units,Population
 Housing & Community Development,Housing Units,Number of Housing Units
 Housing & Community Development,Housing Units,Average Household Size
 Housing & Community Development,Housing Units,Occupied Housing Units
 Housing & Community Development,Housing Units,Owner-Occupied Housing Units
 Housing & Community Development,Housing Units,Percent of Owner-Occupied Housing Units
 Housing & Community Development,Housing Units,Renter-Occupied Housing Units
 Housing & Community Development,Housing Units,Percent of Renter-Occupied Housing Units
 Justice & Public Safety,Justice & Public Safety Employment,Total County
 Justice & Public Safety,Justice & Public Safety Employment,Total Justice & Public Safety
 Justice & Public Safety,Justice & Public Safety Employment,Correction
 Justice & Public Safety,Justice & Public Safety Employment,Judicial & Legal Services
 Justice & Public Safety,Justice & Public Safety Employment,Police Protection
 Justice & Public Safety,Justice & Public Safety Employment,Fire Protection
 Justice & Public Safety,Justice & Public Safety Expenditures,Total County
 Justice & Public Safety,Justice & Public Safety Expenditures,Total Justice & Public Safety
 Justice & Public Safety,Justice & Public Safety Expenditures,Correction
 Justice & Public Safety,Justice & Public Safety Expenditures,Judicial & Legal Services
 Justice & Public Safety,Justice & Public Safety Expenditures,Police Protection
 Justice & Public Safety,Justice & Public Safety Expenditures,Fire Protection
 Justice & Public Safety,Justice & Public Safety Expenditures,Protective Inspection
 Justice & Public Safety,Justice & Public Safety Expenditures,Current Operations
 Justice & Public Safety,Justice & Public Safety Expenditures,Construction
 Justice & Public Safety,Justice & Public Safety Expenditures,Other Capital Outlay
 Justice & Public Safety,Justice & Public Safety Expenditures,Intergovernmental to State
 Justice & Public Safety,Justice & Public Safety Expenditures,Intergovernmental to Local
 Justice & Public Safety,Jails - Supervised Population,Total Jail Population
 Justice & Public Safety,Jails - Supervised Population,Jail Capacity
 Justice & Public Safety,Jails - Supervised Population,Confined Persons
 Justice & Public Safety,Jails - Supervised Population,Nonconfined Persons
 Justice & Public Safety,Jails - Supervised Population,Non US Citizens
 Justice & Public Safety,Jails - Supervised Population,Weekenders
 Justice & Public Safety,Jails - Supervised Population,Average Daily Population
 Justice & Public Safety,Jails - Supervised Population by Agency,Total Jail Population
 Justice & Public Safety,Jails - Supervised Population by Agency,Jail Capacity
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for US Marshals Service
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Federal Bureau of Prisons
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Immigration & Customs
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Bureau of Indian Affairs
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Other Federal Authorities
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Own State
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Other State
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Local Jurisdiction in State
 Justice & Public Safety,Jails - Supervised Population by Agency,Held for Local Jurisdiction outside the State
 Justice & Public Safety,Jails - Inmate Demographics,Total Jail Population
 Justice & Public Safety,Jails - Inmate Demographics,Adult Males
 Justice & Public Safety,Jails - Inmate Demographics,Adult Females
 Justice & Public Safety,Jails - Inmate Demographics,Total Juveniles
 Justice & Public Safety,Jails - Inmate Demographics,Total Convicted
 Justice & Public Safety,Jails - Inmate Demographics,Total Unconvicted
 Justice & Public Safety,Jails - Inmate Demographics,White
 Justice & Public Safety,Jails - Inmate Demographics,Black or African American
 Justice & Public Safety,Jails - Inmate Demographics,Hispanic or Latino
 Justice & Public Safety,Jails - Inmate Demographics,Asian
 Justice & Public Safety,Jails - Inmate Demographics,American Indian or Alaskan Native
 Justice & Public Safety,Jails - Inmate Demographics,Native Hawaiian or Other Pacific Islander
 Justice & Public Safety,Jails - Inmate Demographics,Two or More Races
 Justice & Public Safety,Jails - Inmate Demographics,Other Inmate Races
 Justice & Public Safety,Jails - Inmate Demographics,Race Not Known
 Justice & Public Safety,Jails - Community Supervision,Total Jail Population
 Justice & Public Safety,Jails - Community Supervision,Jail Capacity
 Justice & Public Safety,Jails - Community Supervision,Confined Persons
 Justice & Public Safety,Jails - Community Supervision,Nonconfined Persons
 Justice & Public Safety,Jails - Community Supervision,Electronic Monitoring Program
 Justice & Public Safety,Jails - Community Supervision,Home Detention
 Justice & Public Safety,Jails - Community Supervision,Community Service
 Justice & Public Safety,Jails - Community Supervision,Day Reporting
 Justice & Public Safety,Jails - Community Supervision,Other Pretrial Supervision
 Justice & Public Safety,Jails - Community Supervision,Other Alternative Work Programs
 Justice & Public Safety,Jails - Community Supervision,Alcohol/Drug Treatment Programs
 Justice & Public Safety,Jails - Community Supervision,Other Nonconfined Programs
 Justice & Public Safety,Public Safety Structure,Elected Sheriff
 Justice & Public Safety,Public Safety Structure,County Funded Sheriff Department
 Justice & Public Safety,Public Safety Structure,County Operated Sheriff Department
 Justice & Public Safety,Public Safety Structure,Elected Police Chief
 Justice & Public Safety,Public Safety Structure,County Funded Police Department
 Justice & Public Safety,Public Safety Structure,County Operated Police Department
 Justice & Public Safety,Public Safety Structure,County Funded Jails
 Justice & Public Safety,Public Safety Structure,County Operated Jails
 Justice & Public Safety,Public Safety Structure,County Funded Courts - Salaries
 Justice & Public Safety,Public Safety Structure,County Funded Courts - Buildings/Real Property
 Justice & Public Safety,Public Safety Structure,County Funded Courts - General Operating Expenses
 Justice & Public Safety,Public Safety Structure,County Operated Courts
 Justice & Public Safety,Public Safety Structure,Elected Judges
 Justice & Public Safety,Public Safety Structure,Elected Clerks of Court
 Justice & Public Safety,Public Safety Structure,Elected District Attorney
 Public Amenities,Public Amenity Employment,Total County
