fips_num	id	fips_str	geography
18055	18055	18055	"Greene County, IN"
18057	18057	18057	"Hamilton County, IN"
18059	18059	18059	"Hancock County, IN"
18061	18061	18061	"Harrison County, IN"
18063	18063	18063	"Hendricks County, IN"
18065	18065	18065	"Henry County, IN"
18067	18067	18067	"Howard County, IN"
18069	18069	18069	"Huntington County, IN"
18071	18071	18071	"Jackson County, IN"
18073	18073	18073	"Jasper County, IN"
18075	18075	18075	"Jay County, IN"
18077	18077	18077	"Jefferson County, IN"
18079	18079	18079	"Jennings County, IN"
18081	18081	18081	"Johnson County, IN"
18083	18083	18083	"Knox County, IN"
18085	18085	18085	"Kosciusko County, IN"
18087	18087	18087	"LaGrange County, IN"
18089	18089	18089	"Lake County, IN"
18091	18091	18091	"LaPorte County, IN"
18093	18093	18093	"Lawrence County, IN"
18095	18095	18095	"Madison County, IN"
18097	18097	18097	"Indianapolis and Marion County, IN"
18099	18099	18099	"Marshall County, IN"
18101	18101	18101	"Martin County, IN"
18103	18103	18103	"Miami County, IN"
18105	18105	18105	"Monroe County, IN"
18107	18107	18107	"Montgomery County, IN"
18109	18109	18109	"Morgan County, IN"
18111	18111	18111	"Newton County, IN"
18113	18113	18113	"Noble County, IN"
18115	18115	18115	"Ohio County, IN"
18117	18117	18117	"Orange County, IN"
18119	18119	18119	"Owen County, IN"
18121	18121	18121	"Parke County, IN"
18123	18123	18123	"Perry County, IN"
18125	18125	18125	"Pike County, IN"
18127	18127	18127	"Porter County, IN"
18129	18129	18129	"Posey County, IN"
18131	18131	18131	"Pulaski County, IN"
18133	18133	18133	"Putnam County, IN"
18135	18135	18135	"Randolph County, IN"
18137	18137	18137	"Ripley County, IN"
18139	18139	18139	"Rush County, IN"
18141	18141	18141	"St. Joseph County, IN"
18143	18143	18143	"Scott County, IN"
18145	18145	18145	"Shelby County, IN"
18147	18147	18147	"Spencer County, IN"
18149	18149	18149	"Starke County, IN"
18151	18151	18151	"Steuben County, IN"
18153	18153	18153	"Sullivan County, IN"
18155	18155	18155	"Switzerland County, IN"
18157	18157	18157	"Tippecanoe County, IN"
18159	18159	18159	"Tipton County, IN"
18161	18161	18161	"Union County, IN"
18163	18163	18163	"Vanderburgh County, IN"
18165	18165	18165	"Vermillion County, IN"
18167	18167	18167	"Vigo County, IN"
18169	18169	18169	"Wabash County, IN"
18171	18171	18171	"Warren County, IN"
18173	18173	18173	"Warrick County, IN"
18175	18175	18175	"Washington County, IN"
18177	18177	18177	"Wayne County, IN"
18179	18179	18179	"Wells County, IN"
18181	18181	18181	"White County, IN"
18183	18183	18183	"Whitley County, IN"
19001	19001	19001	"Adair County, IA"
19003	19003	19003	"Adams County, IA"
19005	19005	19005	"Allamakee County, IA"
19007	19007	19007	"Appanoose County, IA"
19009	19009	19009	"Audubon County, IA"
19011	19011	19011	"Benton County, IA"
19013	19013	19013	"Black Hawk County, IA"
19015	19015	19015	"Boone County, IA"
19017	19017	19017	"Bremer County, IA"
19019	19019	19019	"Buchanan County, IA"
19021	19021	19021	"Buena Vista County, IA"
19023	19023	19023	"Butler County, IA"
19025	19025	19025	"Calhoun County, IA"
19027	19027	19027	"Carroll County, IA"
19029	19029	19029	"Cass County, IA"
19031	19031	19031	"Cedar County, IA"
19033	19033	19033	"Cerro Gordo County, IA"
19035	19035	19035	"Cherokee County, IA"
19037	19037	19037	"Chickasaw County, IA"
19039	19039	19039	"Clarke County, IA"
19041	19041	19041	"Clay County, IA"
19043	19043	19043	"Clayton County, IA"
19045	19045	19045	"Clinton County, IA"
19047	19047	19047	"Crawford County, IA"
19049	19049	19049	"Dallas County, IA"
19051	19051	19051	"Davis County, IA"
19053	19053	19053	"Decatur County, IA"
19055	19055	19055	"Delaware County, IA"
19057	19057	19057	"Des Moines County, IA"
19059	19059	19059	"Dickinson County, IA"
19061	19061	19061	"Dubuque County, IA"
19063	19063	19063	"Emmet County, IA"
19065	19065	19065	"Fayette County, IA"
19067	19067	19067	"Floyd County, IA"
19069	19069	19069	"Franklin County, IA"
19071	19071	19071	"Fremont County, IA"
19073	19073	19073	"Greene County, IA"
19075	19075	19075	"Grundy County, IA"
19077	19077	19077	"Guthrie County, IA"
19079	19079	19079	"Hamilton County, IA"
19081	19081	19081	"Hancock County, IA"
19083	19083	19083	"Hardin County, IA"
19085	19085	19085	"Harrison County, IA"
19087	19087	19087	"Henry County, IA"
19089	19089	19089	"Howard County, IA"
19091	19091	19091	"Humboldt County, IA"
19093	19093	19093	"Ida County, IA"
19095	19095	19095	"Iowa County, IA"
19097	19097	19097	"Jackson County, IA"
19099	19099	19099	"Jasper County, IA"
19101	19101	19101	"Jefferson County, IA"
19103	19103	19103	"Johnson County, IA"
19105	19105	19105	"Jones County, IA"
19107	19107	19107	"Keokuk County, IA"
19109	19109	19109	"Kossuth County, IA"
19111	19111	19111	"Lee County, IA"
19113	19113	19113	"Linn County, IA"
19115	19115	19115	"Louisa County, IA"
19117	19117	19117	"Lucas County, IA"
19119	19119	19119	"Lyon County, IA"
19121	19121	19121	"Madison County, IA"
19123	19123	19123	"Mahaska County, IA"
19125	19125	19125	"Marion County, IA"
19127	19127	19127	"Marshall County, IA"
19129	19129	19129	"Mills County, IA"
19131	19131	19131	"Mitchell County, IA"
19133	19133	19133	"Monona County, IA"
19135	19135	19135	"Monroe County, IA"
19137	19137	19137	"Montgomery County, IA"
19139	19139	19139	"Muscatine County, IA"
19141	19141	19141	"O'Brien County, IA"
19143	19143	19143	"Osceola County, IA"
19145	19145	19145	"Page County, IA"
19147	19147	19147	"Palo Alto County, IA"
19149	19149	19149	"Plymouth County, IA"
19151	19151	19151	"Pocahontas County, IA"
19153	19153	19153	"Polk County, IA"
19155	19155	19155	"Pottawattamie County, IA"
19157	19157	19157	"Poweshiek County, IA"
19159	19159	19159	"Ringgold County, IA"
19161	19161	19161	"Sac County, IA"
19163	19163	19163	"Scott County, IA"
19165	19165	19165	"Shelby County, IA"
19167	19167	19167	"Sioux County, IA"
19169	19169	19169	"Story County, IA"
19171	19171	19171	"Tama County, IA"
19173	19173	19173	"Taylor County, IA"
19175	19175	19175	"Union County, IA"
19177	19177	19177	"Van Buren County, IA"
19179	19179	19179	"Wapello County, IA"
19181	19181	19181	"Warren County, IA"
19183	19183	19183	"Washington County, IA"
19185	19185	19185	"Wayne County, IA"
19187	19187	19187	"Webster County, IA"
19189	19189	19189	"Winnebago County, IA"
19191	19191	19191	"Winneshiek County, IA"
19193	19193	19193	"Woodbury County, IA"
19195	19195	19195	"Worth County, IA"
19197	19197	19197	"Wright County, IA"
20001	20001	20001	"Allen County, KS"
20003	20003	20003	"Anderson County, KS"
20005	20005	20005	"Atchison County, KS"
20007	20007	20007	"Barber County, KS"
20009	20009	20009	"Barton County, KS"
20011	20011	20011	"Bourbon County, KS"
20013	20013	20013	"Brown County, KS"
20015	20015	20015	"Butler County, KS"
20017	20017	20017	"Chase County, KS"
20019	20019	20019	"Chautauqua County, KS"
20021	20021	20021	"Cherokee County, KS"
20023	20023	20023	"Cheyenne County, KS"
20025	20025	20025	"Clark County, KS"
20027	20027	20027	"Clay County, KS"
20029	20029	20029	"Cloud County, KS"
20031	20031	20031	"Coffey County, KS"
20033	20033	20033	"Comanche County, KS"
20035	20035	20035	"Cowley County, KS"
20037	20037	20037	"Crawford County, KS"
20039	20039	20039	"Decatur County, KS"
20041	20041	20041	"Dickinson County, KS"
20043	20043	20043	"Doniphan County, KS"
20045	20045	20045	"Douglas County, KS"
20047	20047	20047	"Edwards County, KS"
20049	20049	20049	"Elk County, KS"
20051	20051	20051	"Ellis County, KS"
20053	20053	20053	"Ellsworth County, KS"
20055	20055	20055	"Finney County, KS"
20057	20057	20057	"Ford County, KS"
20059	20059	20059	"Franklin County, KS"
20061	20061	20061	"Geary County, KS"
20063	20063	20063	"Gove County, KS"
20065	20065	20065	"Graham County, KS"
20067	20067	20067	"Grant County, KS"
20069	20069	20069	"Gray County, KS"
20071	20071	20071	"Greeley County, KS"
20073	20073	20073	"Greenwood County, KS"
20075	20075	20075	"Hamilton County, KS"
20077	20077	20077	"Harper County, KS"
20079	20079	20079	"Harvey County, KS"
20081	20081	20081	"Haskell County, KS"
20083	20083	20083	"Hodgeman County, KS"
20085	20085	20085	"Jackson County, KS"
20087	20087	20087	"Jefferson County, KS"
20089	20089	20089	"Jewell County, KS"
20091	20091	20091	"Johnson County, KS"
20093	20093	20093	"Kearny County, KS"
20095	20095	20095	"Kingman County, KS"
20097	20097	20097	"Kiowa County, KS"
20099	20099	20099	"Labette County, KS"
20101	20101	20101	"Lane County, KS"
20103	20103	20103	"Leavenworth County, KS"
20105	20105	20105	"Lincoln County, KS"
20107	20107	20107	"Linn County, KS"
20109	20109	20109	"Logan County, KS"
20111	20111	20111	"Lyon County, KS"
20113	20113	20113	"McPherson County, KS"
20115	20115	20115	"Marion County, KS"
20117	20117	20117	"Marshall County, KS"
20119	20119	20119	"Meade County, KS"
20121	20121	20121	"Miami County, KS"
20123	20123	20123	"Mitchell County, KS"
20125	20125	20125	"Montgomery County, KS"
20127	20127	20127	"Morris County, KS"
20129	20129	20129	"Morton County, KS"
20131	20131	20131	"Nemaha County, KS"
20133	20133	20133	"Neosho County, KS"
20135	20135	20135	"Ness County, KS"
20137	20137	20137	"Norton County, KS"
20139	20139	20139	"Osage County, KS"
20141	20141	20141	"Osborne County, KS"
20143	20143	20143	"Ottawa County, KS"
20145	20145	20145	"Pawnee County, KS"
20147	20147	20147	"Phillips County, KS"
20149	20149	20149	"Pottawatomie County, KS"
20151	20151	20151	"Pratt County, KS"
20153	20153	20153	"Rawlins County, KS"
20155	20155	20155	"Reno County, KS"
20157	20157	20157	"Republic County, KS"
20159	20159	20159	"Rice County, KS"
20161	20161	20161	"Riley County, KS"
20163	20163	20163	"Rooks County, KS"
20165	20165	20165	"Rush County, KS"
20167	20167	20167	"Russell County, KS"
20169	20169	20169	"Saline County, KS"
20171	20171	20171	"Scott County, KS"
20173	20173	20173	"Sedgwick County, KS"
20175	20175	20175	"Seward County, KS"
20177	20177	20177	"Shawnee County, KS"
20179	20179	20179	"Sheridan County, KS"
20181	20181	20181	"Sherman County, KS"
20183	20183	20183	"Smith County, KS"
20185	20185	20185	"Stafford County, KS"
20187	20187	20187	"Stanton County, KS"
20189	20189	20189	"Stevens County, KS"
20191	20191	20191	"Sumner County, KS"
20193	20193	20193	"Thomas County, KS"
20195	20195	20195	"Trego County, KS"
20197	20197	20197	"Wabaunsee County, KS"
20199	20199	20199	"Wallace County, KS"
20201	20201	20201	"Washington County, KS"
20203	20203	20203	"Wichita County, KS"
20205	20205	20205	"Wilson County, KS"
20207	20207	20207	"Woodson County, KS"
20209	20209	20209	"Unified Govt. of Wyandotte County and Kansas City, KS"
21001	21001	21001	"Adair County, KY"
21003	21003	21003	"Allen County, KY"
21005	21005	21005	"Anderson County, KY"
21007	21007	21007	"Ballard County, KY"
21009	21009	21009	"Barren County, KY"
21011	21011	21011	"Bath County, KY"
21013	21013	21013	"Bell County, KY"
21015	21015	21015	"Boone County, KY"
21017	21017	21017	"Bourbon County, KY"
21019	21019	21019	"Boyd County, KY"
21021	21021	21021	"Boyle County, KY"
21023	21023	21023	"Bracken County, KY"
21025	21025	21025	"Breathitt County, KY"
21027	21027	21027	"Breckinridge County, KY"
21029	21029	21029	"Bullitt County, KY"
21031	21031	21031	"Butler County, KY"
21033	21033	21033	"Caldwell County, KY"
21035	21035	21035	"Calloway County, KY"
21037	21037	21037	"Campbell County, KY"
21039	21039	21039	"Carlisle County, KY"
21041	21041	21041	"Carroll County, KY"
21043	21043	21043	"Carter County, KY"
21045	21045	21045	"Casey County, KY"
21047	21047	21047	"Christian County, KY"
21049	21049	21049	"Clark County, KY"
21051	21051	21051	"Clay County, KY"
21053	21053	21053	"Clinton County, KY"
21055	21055	21055	"Crittenden County, KY"
21057	21057	21057	"Cumberland County, KY"
21059	21059	21059	"Daviess County, KY"
21061	21061	21061	"Edmonson County, KY"
21063	21063	21063	"Elliott County, KY"
21065	21065	21065	"Estill County, KY"
21067	21067	21067	"Lexington-Fayette County, KY"
21069	21069	21069	"Fleming County, KY"
21071	21071	21071	"Floyd County, KY"
21073	21073	21073	"Franklin County, KY"
21075	21075	21075	"Fulton County, KY"
21077	21077	21077	"Gallatin County, KY"
21079	21079	21079	"Garrard County, KY"
21081	21081	21081	"Grant County, KY"
21083	21083	21083	"Graves County, KY"
21085	21085	21085	"Grayson County, KY"
21087	21087	21087	"Green County, KY"
21089	21089	21089	"Greenup County, KY"
21091	21091	21091	"Hancock County, KY"
21093	21093	21093	"Hardin County, KY"
21095	21095	21095	"Harlan County, KY"
21097	21097	21097	"Harrison County, KY"
21099	21099	21099	"Hart County, KY"
21101	21101	21101	"Henderson County, KY"
21103	21103	21103	"Henry County, KY"
21105	21105	21105	"Hickman County, KY"
21107	21107	21107	"Hopkins County, KY"
21109	21109	21109	"Jackson County, KY"
21111	21111	21111	"Louisville Jefferson County Metro Government, KY"
21113	21113	21113	"Jessamine County, KY"
21115	21115	21115	"Johnson County, KY"
21117	21117	21117	"Kenton County, KY"
21119	21119	21119	"Knott County, KY"
21121	21121	21121	"Knox County, KY"
21123	21123	21123	"LaRue County, KY"
21125	21125	21125	"Laurel County, KY"
21127	21127	21127	"Lawrence County, KY"
21129	21129	21129	"Lee County, KY"
21131	21131	21131	"Leslie County, KY"
21133	21133	21133	"Letcher County, KY"
21135	21135	21135	"Lewis County, KY"
21137	21137	21137	"Lincoln County, KY"
21139	21139	21139	"Livingston County, KY"
21141	21141	21141	"Logan County, KY"
21143	21143	21143	"Lyon County, KY"
21145	21145	21145	"McCracken County, KY"
21147	21147	21147	"McCreary County, KY"
21149	21149	21149	"McLean County, KY"
21151	21151	21151	"Madison County, KY"
21153	21153	21153	"Magoffin County, KY"
21155	21155	21155	"Marion County, KY"
21157	21157	21157	"Marshall County, KY"
21159	21159	21159	"Martin County, KY"
21161	21161	21161	"Mason County, KY"
21163	21163	21163	"Meade County, KY"
21165	21165	21165	"Menifee County, KY"
21167	21167	21167	"Mercer County, KY"
21169	21169	21169	"Metcalfe County, KY"
21171	21171	21171	"Monroe County, KY"
21173	21173	21173	"Montgomery County, KY"
21175	21175	21175	"Morgan County, KY"
21177	21177	21177	"Muhlenberg County, KY"
21179	21179	21179	"Nelson County, KY"
21181	21181	21181	"Nicholas County, KY"
21183	21183	21183	"Ohio County, KY"
21185	21185	21185	"Oldham County, KY"
21187	21187	21187	"Owen County, KY"
21189	21189	21189	"Owsley County, KY"
21191	21191	21191	"Pendleton County, KY"
21193	21193	21193	"Perry County, KY"
21195	21195	21195	"Pike County, KY"
21197	21197	21197	"Powell County, KY"
21199	21199	21199	"Pulaski County, KY"
21201	21201	21201	"Robertson County, KY"
21203	21203	21203	"Rockcastle County, KY"
21205	21205	21205	"Rowan County, KY"
21207	21207	21207	"Russell County, KY"
21209	21209	21209	"Scott County, KY"
21211	21211	21211	"Shelby County, KY"
21213	21213	21213	"Simpson County, KY"
21215	21215	21215	"Spencer County, KY"
21217	21217	21217	"Taylor County, KY"
21219	21219	21219	"Todd County, KY"
21221	21221	21221	"Trigg County, KY"
21223	21223	21223	"Trimble County, KY"
21225	21225	21225	"Union County, KY"
21227	21227	21227	"Warren County, KY"
21229	21229	21229	"Washington County, KY"
21231	21231	21231	"Wayne County, KY"
21233	21233	21233	"Webster County, KY"
21235	21235	21235	"Whitley County, KY"
21237	21237	21237	"Wolfe County, KY"
21239	21239	21239	"Woodford County, KY"
22001	22001	22001	"Acadia Parish, LA"
22003	22003	22003	"Allen Parish, LA"
22005	22005	22005	"Ascension Parish, LA"
22007	22007	22007	"Assumption Parish, LA"
22009	22009	22009	"Avoyelles Parish, LA"
22011	22011	22011	"Beauregard Parish, LA"
22013	22013	22013	"Bienville Parish, LA"
22015	22015	22015	"Bossier Parish, LA"
22017	22017	22017	"Caddo Parish, LA"
22019	22019	22019	"Calcasieu Parish, LA"
22021	22021	22021	"Caldwell Parish, LA"
22023	22023	22023	"Cameron Parish, LA"
22025	22025	22025	"Catahoula Parish, LA"
22027	22027	22027	"Claiborne Parish, LA"
22029	22029	22029	"Concordia Parish, LA"
22031	22031	22031	"DeSoto Parish, LA"
22033	22033	22033	"East Baton Rouge Parish, LA"
22035	22035	22035	"East Carroll Parish, LA"
22037	22037	22037	"East Feliciana Parish, LA"
22039	22039	22039	"Evangeline Parish, LA"
22041	22041	22041	"Franklin Parish, LA"
22043	22043	22043	"Grant Parish, LA"
22045	22045	22045	"Iberia Parish, LA"
22047	22047	22047	"Iberville Parish, LA"
22049	22049	22049	"Jackson Parish, LA"
22051	22051	22051	"Jefferson Parish, LA"
22053	22053	22053	"Jefferson Davis Parish, LA"
22055	22055	22055	"Lafayette Consolidated Government, LA"
22057	22057	22057	"Lafourche Parish, LA"
22059	22059	22059	"LaSalle Parish, LA"
22061	22061	22061	"Lincoln Parish, LA"
22063	22063	22063	"Livingston Parish, LA"
22065	22065	22065	"Madison Parish, LA"
22067	22067	22067	"Morehouse Parish, LA"
22069	22069	22069	"Natchitoches Parish, LA"
22071	22071	22071	"Orleans Parish, LA"
22073	22073	22073	"Ouachita Parish, LA"
22075	22075	22075	"Plaquemines Parish, LA"
22077	22077	22077	"Pointe Coupee Parish, LA"
22079	22079	22079	"Rapides Parish, LA"
22081	22081	22081	"Red River Parish, LA"
22083	22083	22083	"Richland Parish, LA"
22085	22085	22085	"Sabine Parish, LA"
22087	22087	22087	"St. Bernard Parish, LA"
22089	22089	22089	"St. Charles Parish, LA"
22091	22091	22091	"St. Helena Parish, LA"
22093	22093	22093	"St. James Parish, LA"
22095	22095	22095	"St. John The Baptist Parish, LA"
22097	22097	22097	"St. Landry Parish, LA"
22099	22099	22099	"St. Martin Parish, LA"
22101	22101	22101	"St. Mary Parish, LA"
22103	22103	22103	"St. Tammany Parish, LA"
22105	22105	22105	"Tangipahoa Parish, LA"
22107	22107	22107	"Tensas Parish, LA"
22109	22109	22109	"Terrebonne Parish Consolidated Government, LA"
22111	22111	22111	"Union Parish, LA"
22113	22113	22113	"Vermilion Parish, LA"
22115	22115	22115	"Vernon Parish, LA"
22117	22117	22117	"Washington Parish, LA"
22119	22119	22119	"Webster Parish, LA"
22121	22121	22121	"West Baton Rouge Parish, LA"
22123	22123	22123	"West Carroll Parish, LA"
22125	22125	22125	"West Feliciana Parish, LA"
22127	22127	22127	"Winn Parish, LA"
23001	23001	23001	"Androscoggin County, ME"
23003	23003	23003	"Aroostook County, ME"
23005	23005	23005	"Cumberland County, ME"
23007	23007	23007	"Franklin County, ME"
23009	23009	23009	"Hancock County, ME"
23011	23011	23011	"Kennebec County, ME"
23013	23013	23013	"Knox County, ME"
23015	23015	23015	"Lincoln County, ME"
23017	23017	23017	"Oxford County, ME"
23019	23019	23019	"Penobscot County, ME"
23021	23021	23021	"Piscataquis County, ME"
23023	23023	23023	"Sagadahoc County, ME"
23025	23025	23025	"Somerset County, ME"
23027	23027	23027	"Waldo County, ME"
23029	23029	23029	"Washington County, ME"
23031	23031	23031	"York County, ME"
24001	24001	24001	"Allegany County, MD"
24003	24003	24003	"Anne Arundel County, MD"
24005	24005	24005	"Baltimore County, MD"
24009	24009	24009	"Calvert County, MD"
24011	24011	24011	"Caroline County, MD"
24013	24013	24013	"Carroll County, MD"
24015	24015	24015	"Cecil County, MD"
24017	24017	24017	"Charles County, MD"
24019	24019	24019	"Dorchester County, MD"
24021	24021	24021	"Frederick County, MD"
24023	24023	24023	"Garrett County, MD"
24025	24025	24025	"Harford County, MD"
24027	24027	24027	"Howard County, MD"
24029	24029	24029	"Kent County, MD"
24031	24031	24031	"Montgomery County, MD"
24033	24033	24033	"Prince George's County, MD"
24035	24035	24035	"Queen Anne's County, MD"
24037	24037	24037	"St. Mary's County, MD"
24039	24039	24039	"Somerset County, MD"
24041	24041	24041	"Talbot County, MD"
24043	24043	24043	"Washington County, MD"
24045	24045	24045	"Wicomico County, MD"
24047	24047	24047	"Worcester County, MD"
24510	24510	24510	"Baltimore City, MD"
25001	25001	25001	"Barnstable County, MA"
25005	25005	25005	"Bristol County, MA"
25007	25007	25007	"Dukes County, MA"
25019	25019	25019	"Nantucket County, MA"
25021	25021	25021	"Norfolk County, MA"
25023	25023	25023	"Plymouth County, MA"
25025	25025	25025	"Suffolk County, City of Boston, MA"
26001	26001	26001	"Alcona County, MI"
26003	26003	26003	"Alger County, MI"
26005	26005	26005	"Allegan County, MI"
26007	26007	26007	"Alpena County, MI"
26009	26009	26009	"Antrim County, MI"
26011	26011	26011	"Arenac County, MI"
26013	26013	26013	"Baraga County, MI"
26015	26015	26015	"Barry County, MI"
26017	26017	26017	"Bay County, MI"
26019	26019	26019	"Benzie County, MI"
26021	26021	26021	"Berrien County, MI"
26023	26023	26023	"Branch County, MI"
26025	26025	26025	"Calhoun County, MI"
26027	26027	26027	"Cass County, MI"
26029	26029	26029	"Charlevoix County, MI"
26031	26031	26031	"Cheboygan County, MI"
26033	26033	26033	"Chippewa County, MI"
26035	26035	26035	"Clare County, MI"
26037	26037	26037	"Clinton County, MI"
26039	26039	26039	"Crawford County, MI"
26041	26041	26041	"Delta County, MI"
26043	26043	26043	"Dickinson County, MI"
26045	26045	26045	"Eaton County, MI"
26047	26047	26047	"Emmet County, MI"
26049	26049	26049	"Genesee County, MI"
26051	26051	26051	"Gladwin County, MI"
26053	26053	26053	"Gogebic County, MI"
26055	26055	26055	"Grand Traverse County, MI"
26057	26057	26057	"Gratiot County, MI"
26059	26059	26059	"Hillsdale County, MI"
26061	26061	26061	"Houghton County, MI"
26063	26063	26063	"Huron County, MI"
26065	26065	26065	"Ingham County, MI"
26067	26067	26067	"Ionia County, MI"
26069	26069	26069	"Iosco County, MI"
26071	26071	26071	"Iron County, MI"
26073	26073	26073	"Isabella County, MI"
26075	26075	26075	"Jackson County, MI"
26077	26077	26077	"Kalamazoo County, MI"
26079	26079	26079	"Kalkaska County, MI"
26081	26081	26081	"Kent County, MI"
26083	26083	26083	"Keweenaw County, MI"
26085	26085	26085	"Lake County, MI"
26087	26087	26087	"Lapeer County, MI"
26089	26089	26089	"Leelanau County, MI"
26091	26091	26091	"Lenawee County, MI"
26093	26093	26093	"Livingston County, MI"
26095	26095	26095	"Luce County, MI"
26097	26097	26097	"Mackinac County, MI"
26099	26099	26099	"Macomb County, MI"
26101	26101	26101	"Manistee County, MI"
26103	26103	26103	"Marquette County, MI"
26105	26105	26105	"Mason County, MI"
26107	26107	26107	"Mecosta County, MI"
26109	26109	26109	"Menominee County, MI"
26111	26111	26111	"Midland County, MI"
26113	26113	26113	"Missaukee County, MI"
26115	26115	26115	"Monroe County, MI"
26117	26117	26117	"Montcalm County, MI"
26119	26119	26119	"Montmorency County, MI"
26121	26121	26121	"Muskegon County, MI"
26123	26123	26123	"Newaygo County, MI"
26125	26125	26125	"Oakland County, MI"
26127	26127	26127	"Oceana County, MI"
26129	26129	26129	"Ogemaw County, MI"
26131	26131	26131	"Ontonagon County, MI"
26133	26133	26133	"Osceola County, MI"
26135	26135	26135	"Oscoda County, MI"
26137	26137	26137	"Otsego County, MI"
26139	26139	26139	"Ottawa County, MI"
26141	26141	26141	"Presque Isle County, MI"
26143	26143	26143	"Roscommon County, MI"
26145	26145	26145	"Saginaw County, MI"
26147	26147	26147	"St. Clair County, MI"
26149	26149	26149	"St. Joseph County, MI"
26151	26151	26151	"Sanilac County, MI"
26153	26153	26153	"Schoolcraft County, MI"
26155	26155	26155	"Shiawassee County, MI"
26157	26157	26157	"Tuscola County, MI"
26159	26159	26159	"Van Buren County, MI"
26161	26161	26161	"Washtenaw County, MI"
26163	26163	26163	"Wayne County, MI"
26165	26165	26165	"Wexford County, MI"
27001	27001	27001	"Aitkin County, MN"
27003	27003	27003	"Anoka County, MN"
27005	27005	27005	"Becker County, MN"
27007	27007	27007	"Beltrami County, MN"
27009	27009	27009	"Benton County, MN"
27011	27011	27011	"Big Stone County, MN"
27013	27013	27013	"Blue Earth County, MN"
27015	27015	27015	"Brown County, MN"
27017	27017	27017	"Carlton County, MN"
27019	27019	27019	"Carver County, MN"
27021	27021	27021	"Cass County, MN"
27023	27023	27023	"Chippewa County, MN"
27025	27025	27025	"Chisago County, MN"
27027	27027	27027	"Clay County, MN"
27029	27029	27029	"Clearwater County, MN"
27031	27031	27031	"Cook County, MN"
27033	27033	27033	"Cottonwood County, MN"
27035	27035	27035	"Crow Wing County, MN"
27037	27037	27037	"Dakota County, MN"
27039	27039	27039	"Dodge County, MN"
27041	27041	27041	"Douglas County, MN"
27043	27043	27043	"Faribault County, MN"
27045	27045	27045	"Fillmore County, MN"
27047	27047	27047	"Freeborn County, MN"
27049	27049	27049	"Goodhue County, MN"
27051	27051	27051	"Grant County, MN"
27053	27053	27053	"Hennepin County, MN"
27055	27055	27055	"Houston County, MN"
27057	27057	27057	"Hubbard County, MN"
27059	27059	27059	"Isanti County, MN"
27061	27061	27061	"Itasca County, MN"
27063	27063	27063	"Jackson County, MN"
27065	27065	27065	"Kanabec County, MN"
27067	27067	27067	"Kandiyohi County, MN"
27069	27069	27069	"Kittson County, MN"
27071	27071	27071	"Koochiching County, MN"
27073	27073	27073	"Lac Qui Parle County, MN"
27075	27075	27075	"Lake County, MN"
27077	27077	27077	"Lake Of The Woods County, MN"
27079	27079	27079	"Le Sueur County, MN"
27081	27081	27081	"Lincoln County, MN"
27083	27083	27083	"Lyon County, MN"
27085	27085	27085	"McLeod County, MN"
27087	27087	27087	"Mahnomen County, MN"
27089	27089	27089	"Marshall County, MN"
27091	27091	27091	"Martin County, MN"
27093	27093	27093	"Meeker County, MN"
27095	27095	27095	"Mille Lacs County, MN"
27097	27097	27097	"Morrison County, MN"
27099	27099	27099	"Mower County, MN"
27101	27101	27101	"Murray County, MN"
27103	27103	27103	"Nicollet County, MN"
27105	27105	27105	"Nobles County, MN"
27107	27107	27107	"Norman County, MN"
27109	27109	27109	"Olmsted County, MN"
27111	27111	27111	"Otter Tail County, MN"
27113	27113	27113	"Pennington County, MN"
27115	27115	27115	"Pine County, MN"
27117	27117	27117	"Pipestone County, MN"
27119	27119	27119	"Polk County, MN"
27121	27121	27121	"Pope County, MN"
27123	27123	27123	"Ramsey County, MN"
27125	27125	27125	"Red Lake County, MN"
27127	27127	27127	"Redwood County, MN"
27129	27129	27129	"Renville County, MN"
27131	27131	27131	"Rice County, MN"
27133	27133	27133	"Rock County, MN"
27135	27135	27135	"Roseau County, MN"
27137	27137	27137	"St. Louis County, MN"
27139	27139	27139	"Scott County, MN"
27141	27141	27141	"Sherburne County, MN"
27143	27143	27143	"Sibley County, MN"
27145	27145	27145	"Stearns County, MN"
27147	27147	27147	"Steele County, MN"
27149	27149	27149	"Stevens County, MN"
27151	27151	27151	"Swift County, MN"
27153	27153	27153	"Todd County, MN"
27155	27155	27155	"Traverse County, MN"
27157	27157	27157	"Wabasha County, MN"
27159	27159	27159	"Wadena County, MN"
27161	27161	27161	"Waseca County, MN"
27163	27163	27163	"Washington County, MN"
27165	27165	27165	"Watonwan County, MN"
27167	27167	27167	"Wilkin County, MN"
27169	27169	27169	"Winona County, MN"
27171	27171	27171	"Wright County, MN"
27173	27173	27173	"Yellow Medicine County, MN"
28001	28001	28001	"Adams County, MS"
28003	28003	28003	"Alcorn County, MS"
28005	28005	28005	"Amite County, MS"
28007	28007	28007	"Attala County, MS"
28009	28009	28009	"Benton County, MS"
28011	28011	28011	"Bolivar County, MS"
28013	28013	28013	"Calhoun County, MS"
28015	28015	28015	"Carroll County, MS"
28017	28017	28017	"Chickasaw County, MS"
28019	28019	28019	"Choctaw County, MS"
28021	28021	28021	"Claiborne County, MS"
28023	28023	28023	"Clarke County, MS"
28025	28025	28025	"Clay County, MS"
